350,3177,3175.3,3167.6,3157.7,3115.7,3069.2
400,3279.4,3278,3217.8,3264,3231.6,3196.9
420,3320.96,3319.68,3313.8,3306.6,3276.9,3245.4
440,3362.52,3361.36,3355.9,3349.3,3321.9,3293.2
450,3383.3,3382.2,3377.1,3370.7,3344.4,3316.8
460,3404.42,3403.34,3398.3,3392.1,3366.8,3340.4
480,3446.66,3445.62,3440.9,3435.1,3411.6,3387.2
500,3488.9,3487.9,3483.7,3478.3,3456.4,3433.8
520,3531.82,3530.9,3526.9,3521.86,3501.28,3480.12
540,3574.74,3573.9,3570.1,3565.42,3546.16,3526.44
550,3593.2,3595.4,3591.7,3587.2,3568.6,3549.6
560,3618,3617.22,3613.64,3609.24,3591.18,3572.76
580,3661.6,3660.86,3657.52,3653.32,3636.34,3619.08
600,3705.2,3704.5,3701.4,3697.4,3681.5,3665.4
---------------------------------我是可爱的页面分割线-------------------------------------
